 Retained Bytes │ Retained % │ Dominator Tree
────────────────┼────────────┼────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
          58065 ┊     48.23% ┊ table[0]
             36 ┊      0.03% ┊                       ⤷ import wbg::__wbg_length_4919f4a62b9b1e94
            221 ┊      0.18% ┊               ⤷ <leptos_dom::components::each::EachRepr as leptos_dom::Mountable>::get_mountable_node::hb3b5be7b71ca2976
            146 ┊      0.12% ┊               ⤷ <leptos_dom::components::ComponentRepr as leptos_dom::Mountable>::get_mountable_node::ha1b02133895242ae
            511 ┊      0.42% ┊           ⤷ leptos_dom::html::p::he5264885b0ff9ac6
            443 ┊      0.37% ┊               ⤷ std::thread::local::LocalKey<T>::with::h039e62bcc8f4fe83
            109 ┊      0.09% ┊                   ⤷ web_sys::features::gen_Node::Node::clone_node::hdd2c1961eb9f09a5
             39 ┊      0.03% ┊                       ⤷ import wbg::__wbg_cloneNode_629a1b180e91c467
             24 ┊      0.02% ┊                   ⤷ core::ptr::drop_in_place<core::result::Result<(),web_sys::features::gen_HtmlElement::HtmlElement>>::hc7a1199ce2b59cff
              9 ┊      0.01% ┊               ⤷ core::ops::function::FnOnce::call_once::h38a709df7f5860ef
            351 ┊      0.29% ┊           ⤷ <unic_langid_impl::LanguageIdentifier as core::fmt::Display>::fmt::hc4440e103c362faf
             22 ┊      0.02% ┊               ⤷ <core::fmt::Formatter as core::fmt::Write>::write_char::h13fd090f1c198264
             16 ┊      0.01% ┊               ⤷ tinystr::int_ops::Aligned4::len::h0fc082e3e8fb0128
            265 ┊      0.22% ┊           ⤷ leptos_dom::Text::new::hcfcd813ef2c2f66e
            115 ┊      0.10% ┊               ⤷ web_sys::features::gen_Document::Document::create_text_node::h7df57c002733d7bd
             44 ┊      0.04% ┊                   ⤷ import wbg::__wbg_createTextNode_8bce33cf33bf8f6e
            116 ┊      0.10% ┊           ⤷ web_sys::features::gen_Node::Node::append_child::h805810c8081e892b
             41 ┊      0.03% ┊               ⤷ import wbg::__wbg_appendChild_ac45d1abddf1b89b
            107 ┊      0.09% ┊           ⤷ core::panicking::panic_bounds_check::h125c3a5dd588952f
             92 ┊      0.08% ┊           ⤷ core::option::expect_failed::h9d0c8588efc786aa
             62 ┊      0.05% ┊           ⤷ web_sys::features::gen_Document::Document::body::hef279b4db9eff134
             34 ┊      0.03% ┊               ⤷ import wbg::__wbg_body_b3bb488e8e54bf4b
             44 ┊      0.04% ┊           ⤷ leptos_dom::document::hc1842fe4860704c4
             17 ┊      0.01% ┊           ⤷ tinystr::int_ops::Aligned8::len::h560f9c42c37b3b4c
            837 ┊      0.70% ┊       ⤷ core::fmt::Formatter::pad_integral::h3b852ddc8b8cc407
             68 ┊      0.06% ┊           ⤷ core::fmt::Formatter::pad_integral::write_prefix::h745ddf5ae84995ed
            735 ┊      0.61% ┊       ⤷ core::ops::function::FnOnce::call_once::hce1ab24bf9299c38
            707 ┊      0.59% ┊           ⤷ std::sys::thread_local::static_local::LazyStorage<T>::initialize::h0d38cd32fe811104
            265 ┊      0.22% ┊               ⤷ <hashbrown::raw::RawTable<T,A> as core::ops::drop::Drop>::drop::hf70736403dfbf39b
            645 ┊      0.54% ┊       ⤷ <unic_langid_impl::errors::LanguageIdentifierError as core::fmt::Debug>::fmt::hebe0ab4930b6c1b0
            558 ┊      0.46% ┊           ⤷ core::fmt::Formatter::debug_tuple_field1_finish::hb01888b20f6b0ef5
            332 ┊      0.28% ┊               ⤷ core::fmt::builders::DebugTuple::field::he873e7f98b10e813
            557 ┊      0.46% ┊       ⤷ <core::fmt::builders::PadAdapter as core::fmt::Write>::write_str::hcfec69058de94528
            530 ┊      0.44% ┊       ⤷ <alloc::string::String as core::fmt::Write>::write_char::h8d02ec1fda94bdf5
            190 ┊      0.16% ┊           ⤷ alloc::raw_vec::RawVec<T,A>::grow_one::ha982adfdb722626a
            530 ┊      0.44% ┊       ⤷ <alloc::string::String as core::fmt::Write>::write_char::h8d02ec1fda94bdf5
            190 ┊      0.16% ┊           ⤷ alloc::raw_vec::RawVec<T,A>::grow_one::h6ed569757efac318
            489 ┊      0.41% ┊       ⤷ <&T as core::fmt::Debug>::fmt::hadab0a424e309ee1
            161 ┊      0.13% ┊           ⤷ core::fmt::num::<impl core::fmt::LowerHex for i32>::fmt::hc7a0e6a9514fbe85
            160 ┊      0.13% ┊           ⤷ core::fmt::num::<impl core::fmt::UpperHex for i32>::fmt::h36254ed4f0240197
            107 ┊      0.09% ┊           ⤷ core::slice::index::slice_start_index_len_fail::haed14a641365a080
            384 ┊      0.32% ┊       ⤷ std::sys::thread_local::static_local::LazyStorage<T>::initialize::h6d352443ea3692f9
             98 ┊      0.08% ┊           ⤷ web_sys::window::h50ca8ac80ee02b00
             47 ┊      0.04% ┊               ⤷ import wbg::__wbg_instanceof_Window_5012736c80a01584
             66 ┊      0.05% ┊           ⤷ web_sys::features::gen_Window::Window::document::hc7f6e8161d6d8b0f
             38 ┊      0.03% ┊               ⤷ import wbg::__wbg_document_8554450897a855b9
            349 ┊      0.29% ┊       ⤷ core::ops::function::FnOnce::call_once::haca1f946059810aa
            148 ┊      0.12% ┊           ⤷ web_sys::features::gen_Document::Document::create_element::h8aac6268a27d206c
             43 ┊      0.04% ┊               ⤷ import wbg::__wbg_createElement_5921e9eb06b9ec89
             39 ┊      0.03% ┊           ⤷ core::ops::function::FnOnce::call_once::h26b04e2dfaeb39ac
            345 ┊      0.29% ┊       ⤷ core::fmt::num::imp::fmt_u64::h19496ebfc7bf35d6
              7 ┊      0.01% ┊           ⤷ type[25]: (i64, i32, i32) -> i32
            262 ┊      0.22% ┊       ⤷ <std::panicking::begin_panic_handler::FormatStringPayload as core::panic::PanicPayload>::take_box::hf2b5cd6f8d65a6da
            232 ┊      0.19% ┊       ⤷ <std::thread::local::AccessError as core::fmt::Debug>::fmt::hc32772e624fddc7c
            134 ┊      0.11% ┊           ⤷ core::fmt::builders::DebugStruct::finish::hf6e5521a574f024f
             47 ┊      0.04% ┊           ⤷ core::fmt::Formatter::debug_struct::h2bf181ded5dfeac1
            205 ┊      0.17% ┊       ⤷ <wasm_bindgen::JsValue as core::fmt::Debug>::fmt::ha6b32724e1ae622e
             30 ┊      0.02% ┊           ⤷ import wbg::__wbindgen_debug_string
            197 ┊      0.16% ┊       ⤷ alloc::raw_vec::finish_grow::h31e7fee578c23b33
            193 ┊      0.16% ┊       ⤷ alloc::raw_vec::RawVec<T,A>::reserve::do_reserve_and_handle::hddcbead055df2fb8
            193 ┊      0.16% ┊       ⤷ alloc::raw_vec::RawVec<T,A>::reserve::do_reserve_and_handle::hba9ff791c6825a00
            190 ┊      0.16% ┊       ⤷ core::ops::function::FnOnce::call_once::h21fb4ff4436abe01
            151 ┊      0.13% ┊           ⤷ std::sys::thread_local::static_local::LazyStorage<T>::initialize::heb7d7dbf8e353228
            184 ┊      0.15% ┊       ⤷ alloc::raw_vec::finish_grow::hc064c34484e67f2b
            178 ┊      0.15% ┊       ⤷ wasm_bindgen::convert::closures::invoke3_mut::h6160e6d011594cca
            154 ┊      0.13% ┊       ⤷ <std::panicking::begin_panic_handler::FormatStringPayload as core::panic::PanicPayload>::get::haee02ad25fe5af95
            108 ┊      0.09% ┊       ⤷ std::alloc::default_alloc_error_hook::h6a6e006e85058b27
             81 ┊      0.07% ┊       ⤷ <core::fmt::builders::PadAdapter as core::fmt::Write>::write_char::he0d662c599b86267
             81 ┊      0.07% ┊       ⤷ <std::panicking::begin_panic_handler::StaticStrPayload as core::panic::PanicPayload>::take_box::hc79329f7ddce4b3c
             71 ┊      0.06% ┊       ⤷ <alloc::string::String as core::fmt::Write>::write_str::h86d7648bc15e71d0
             71 ┊      0.06% ┊       ⤷ <alloc::string::String as core::fmt::Write>::write_str::h86d7648bc15e71d0
             46 ┊      0.04% ┊       ⤷ wasm_bindgen::convert::closures::invoke3_mut::h165a950c79d05267
              8 ┊      0.01% ┊           ⤷ type[18]: (i32, i32, i64, i32, i32) -> nil
             46 ┊      0.04% ┊       ⤷ wasm_bindgen::convert::closures::invoke3_mut::h387c7c2b661ffcd6
              8 ┊      0.01% ┊           ⤷ type[19]: (i32, i32, f32, i32, i32) -> nil
             46 ┊      0.04% ┊       ⤷ wasm_bindgen::convert::closures::invoke3_mut::h6915ca6e2cf00299
              8 ┊      0.01% ┊           ⤷ type[20]: (i32, i32, f64, i32, i32) -> nil
             44 ┊      0.04% ┊       ⤷ core::ptr::drop_in_place<std::panicking::begin_panic_handler::FormatStringPayload>::h13de3176df7853d1
             40 ┊      0.03% ┊       ⤷ wasm_bindgen::convert::closures::invoke4_mut::h6f34f358d81f229c
             38 ┊      0.03% ┊       ⤷ wasm_bindgen::convert::closures::invoke3_mut::h07b05a0cc6f76204
             38 ┊      0.03% ┊       ⤷ wasm_bindgen::convert::closures::invoke3_mut::h4dd776bb114aadc1
             38 ┊      0.03% ┊       ⤷ wasm_bindgen::convert::closures::invoke3_mut::h66a8aebd56be2927
             38 ┊      0.03% ┊       ⤷ wasm_bindgen::convert::closures::invoke3_mut::hb0fd6f5c2a7531d4
             38 ┊      0.03% ┊       ⤷ wasm_bindgen::convert::closures::invoke3_mut::hfb43f6df42696e4e
             37 ┊      0.03% ┊       ⤷ core::fmt::num::imp::<impl core::fmt::Display for i32>::fmt::h999c740fd70c681e
             37 ┊      0.03% ┊       ⤷ <&T as core::fmt::Debug>::fmt::hdc8a63922321df68
             36 ┊      0.03% ┊       ⤷ <T as core::any::Any>::type_id::h0911f8d225edfefc
             36 ┊      0.03% ┊       ⤷ <T as core::any::Any>::type_id::h8bd3687deb684c6e
             36 ┊      0.03% ┊       ⤷ <T as core::any::Any>::type_id::hde1861e58c8ed746
             36 ┊      0.03% ┊       ⤷ <T as core::any::Any>::type_id::h3da284f4d19e6ad2
             34 ┊      0.03% ┊       ⤷ wasm_bindgen::convert::closures::invoke1_mut::hd982d3925b37fd02
             31 ┊      0.03% ┊       ⤷ core::ptr::drop_in_place<alloc::string::String>::h5a40a50495fba91b
             31 ┊      0.03% ┊       ⤷ core::ptr::drop_in_place<alloc::string::String>::h1a5bc818a340eab0
             27 ┊      0.02% ┊       ⤷ <core::cell::BorrowError as core::fmt::Debug>::fmt::h634cddcd48fb0b59
             27 ┊      0.02% ┊       ⤷ <core::cell::BorrowMutError as core::fmt::Debug>::fmt::h8a42a6ac72d50168
             24 ┊      0.02% ┊       ⤷ core::ptr::drop_in_place<wasm_bindgen::JsValue>::ha579381055127943
             24 ┊      0.02% ┊       ⤷ core::ptr::drop_in_place<wasm_bindgen::JsValue>::h19327a5bfee19f89
             24 ┊      0.02% ┊       ⤷ core::ptr::drop_in_place<wasm_bindgen::JsValue>::h19327a5bfee19f89
             24 ┊      0.02% ┊       ⤷ core::ptr::drop_in_place<wasm_bindgen::JsValue>::h19327a5bfee19f89
             22 ┊      0.02% ┊       ⤷ <&T as core::fmt::Debug>::fmt::h0eca8ded1e7baa42
             21 ┊      0.02% ┊       ⤷ <std::panicking::begin_panic_handler::StaticStrPayload as core::panic::PanicPayload>::get::h338aaf91d3b1753a
             19 ┊      0.02% ┊       ⤷ <alloc::string::String as core::fmt::Display>::fmt::h44bfe9bc13060fb1
             19 ┊      0.02% ┊       ⤷ <&T as core::fmt::Display>::fmt::hb14613b8e99f890f
             19 ┊      0.02% ┊       ⤷ <alloc::string::String as core::fmt::Display>::fmt::h44bfe9bc13060fb1
             18 ┊      0.01% ┊       ⤷ <&T as core::fmt::Display>::fmt::h4a2d2f34082c0d41
             18 ┊      0.01% ┊       ⤷ <core::fmt::Arguments as core::fmt::Display>::fmt::h09bfddffe23f0bd5
             16 ┊      0.01% ┊       ⤷ <core::fmt::Error as core::fmt::Debug>::fmt::ha90f6ae3e44e85ff
             16 ┊      0.01% ┊       ⤷ <core::alloc::layout::LayoutError as core::fmt::Debug>::fmt::h5d8dd9ee9f5095b3
             15 ┊      0.01% ┊       ⤷ core::fmt::num::imp::<impl core::fmt::Display for u32>::fmt::h7225f5a301460e13
             15 ┊      0.01% ┊       ⤷ core::fmt::Write::write_fmt::h95f50a574ed77bfb
             15 ┊      0.01% ┊       ⤷ core::fmt::Write::write_fmt::h75d80f60a787d6f4
             15 ┊      0.01% ┊       ⤷ core::fmt::Write::write_fmt::hba12c024792dbeed
             14 ┊      0.01% ┊       ⤷ std::rt::lang_start::{{closure}}::hafdce1739fdca413
             14 ┊      0.01% ┊       ⤷ core::ops::function::FnOnce::call_once{{vtable.shim}}::hefc66fae6e195988
             10 ┊      0.01% ┊       ⤷ type[15]: (i32, i32, i32, i32, i32, i32) -> i32
              9 ┊      0.01% ┊       ⤷ std::sys_common::backtrace::__rust_begin_short_backtrace::h95d0633f3dad142a
          21057 ┊     17.49% ┊   ⤷ elem[1]
           5026 ┊      4.17% ┊       ⤷ wasm_bindgen_futures::future_to_promise::{{closure}}::{{closure}}::h6722cf5e5a79cb9d
           4615 ┊      3.83% ┊           ⤷ <futures_util::future::future::map::Map<Fut,F> as core::future::future::Future>::poll::hc72e763baf8422d9
           3788 ┊      3.15% ┊               ⤷ <futures_util::abortable::Abortable<Fut> as core::future::future::Future>::poll::h91324a5f1b342e77
            758 ┊      0.63% ┊                   ⤷ js_sys::Uint8Array::copy_from::h76287833b98bbd4d
            464 ┊      0.39% ┊                       ⤷ core::panicking::assert_failed::h9429dd698cc95d68
            406 ┊      0.34% ┊                           ⤷ core::panicking::assert_failed_inner::h7966a70a95c65b5b
             10 ┊      0.01% ┊                               ⤷ type[16]: (i32, i32, i32, i32, i32, i32, i32) -> nil
             36 ┊      0.03% ┊                       ⤷ import wbg::__wbg_buffer_b7b08af79b0b0974
             36 ┊      0.03% ┊                       ⤷ import wbg::__wbg_length_8339fcf5d8ecd12e
             33 ┊      0.03% ┊                       ⤷ import wbg::__wbg_set_d1e79e2388520f18
             30 ┊      0.02% ┊                       ⤷ wasm_bindgen::memory::ha1d2c6632cc8e6dd
             24 ┊      0.02% ┊                           ⤷ import wbg::__wbindgen_memory
            438 ┊      0.36% ┊                   ⤷ <std::io::error::Error as core::fmt::Display>::fmt::h84715e84b2d05fa7
            107 ┊      0.09% ┊                   ⤷ core::slice::index::slice_end_index_len_fail::h7917b91b59da861b
            100 ┊      0.08% ┊                   ⤷ web_sys::features::gen_ReadableStreamByobRequest::ReadableStreamByobRequest::respond_with_u32::he3735d42ffac3f95
             37 ┊      0.03% ┊                       ⤷ import wbg::__wbg_respond_a799bab31a44f2d7
             96 ┊      0.08% ┊                   ⤷ web_sys::features::gen_ReadableByteStreamController::ReadableByteStreamController::close::hee77cc9522f52e24
             35 ┊      0.03% ┊                       ⤷ import wbg::__wbg_close_aca7442e6619206b
             95 ┊      0.08% ┊                   ⤷ js_sys::Error::new::h857ac797122de14a
             33 ┊      0.03% ┊                       ⤷ import wbg::__wbg_new_796382978dfd4fb0
             69 ┊      0.06% ┊                   ⤷ web_sys::features::gen_ReadableByteStreamController::ReadableByteStreamController::byob_request::hc7c3a7c9921a95e7
             41 ┊      0.03% ┊                       ⤷ import wbg::__wbg_byobRequest_b32c77640da946ac
             62 ┊      0.05% ┊                   ⤷ web_sys::features::gen_ReadableStreamByobRequest::ReadableStreamByobRequest::view::h950e7c84d863da18
             34 ┊      0.03% ┊                       ⤷ import wbg::__wbg_view_2a901bda0727aeb3
             56 ┊      0.05% ┊                   ⤷ import wbg::__wbg_newwithbyteoffsetandlength_8a2cb9ca96b27ec9
             51 ┊      0.04% ┊                   ⤷ js_sys::Uint8Array::byte_length::h97e55786c526a859
             40 ┊      0.03% ┊                       ⤷ import wbg::__wbg_byteLength_850664ef28f3e42f
             51 ┊      0.04% ┊                   ⤷ js_sys::Uint8Array::byte_offset::hfce99dd91a3528bc
             40 ┊      0.03% ┊                       ⤷ import wbg::__wbg_byteOffset_ea14c35fa6de38cc
             47 ┊      0.04% ┊                   ⤷ js_sys::Uint8Array::buffer::he07a297688811baa
             36 ┊      0.03% ┊                       ⤷ import wbg::__wbg_buffer_0710d1b9dbe2eea6
             15 ┊      0.01% ┊                   ⤷ js_sys::Uint8Array::new_with_byte_offset_and_length::h384478f83219c1a1
           2287 ┊      1.90% ┊       ⤷ wasm_bindgen_futures::future_to_promise::{{closure}}::{{closure}}::ha1ca5fd41584183c
           1801 ┊      1.50% ┊           ⤷ <futures_util::future::future::map::Map<Fut,F> as core::future::future::Future>::poll::he01cf22e38c4d332
           1088 ┊      0.90% ┊               ⤷ <futures_util::abortable::Abortable<Fut> as core::future::future::Future>::poll::hc1b71b12603d33b2
            103 ┊      0.09% ┊                   ⤷ web_sys::features::gen_ReadableStreamDefaultController::ReadableStreamDefaultController::enqueue_with_chunk::hae1fa751c7750dd4
             37 ┊      0.03% ┊                       ⤷ import wbg::__wbg_enqueue_6f3d433b5e457aea
             96 ┊      0.08% ┊                   ⤷ web_sys::features::gen_ReadableStreamDefaultController::ReadableStreamDefaultController::close::h36d7680104f9bf35
             35 ┊      0.03% ┊                       ⤷ import wbg::__wbg_close_cef2400b120c9c73
           1190 ┊      0.99% ┊       ⤷ wasm_bindgen_futures::future_to_promise::{{closure}}::{{closure}}::hba886a75b8639803
            936 ┊      0.78% ┊       ⤷ wasm_bindgen_futures::future_to_promise::{{closure}}::{{closure}}::hd0c6adef678fe131
            856 ┊      0.71% ┊       ⤷ wasm_bindgen_futures::queue::Queue::schedule_task::h420bbe1222cf7592
            550 ┊      0.46% ┊           ⤷ alloc::collections::vec_deque::VecDeque<T,A>::grow::h377aec428efa021d
            401 ┊      0.33% ┊               ⤷ alloc::raw_vec::RawVec<T,A>::grow_one::h2395c5f2f6d61136
            197 ┊      0.16% ┊                   ⤷ alloc::raw_vec::finish_grow::he8ed8af00e137135
             50 ┊      0.04% ┊           ⤷ js_sys::Promise::then::hb3db5d8414e7ff3e
             34 ┊      0.03% ┊               ⤷ import wbg::__wbg_then_95e6edc0f89b73b1
             44 ┊      0.04% ┊           ⤷ import wbg::__wbg_queueMicrotask_12a30234db4045d3
            777 ┊      0.65% ┊       ⤷ core::ptr::drop_in_place<wasm_bindgen_futures::future_to_promise<wasm_streams::writable::into_underlying_sink::IntoUnderlyingSink::abort::{{closure}}>::{{closure}}::{{closure}}>::h7bc4bb141e0f477c
            706 ┊      0.59% ┊       ⤷ std::sys::thread_local::static_local::LazyStorage<T>::initialize::hbe9c61e867e5c632
             49 ┊      0.04% ┊           ⤷ wasm_bindgen::closure::Closure<T>::wrap::breaks_if_inlined::h41c1be88763f7225
             37 ┊      0.03% ┊               ⤷ import wbg::__wbindgen_closure_wrapper2048
             48 ┊      0.04% ┊           ⤷ js_sys::Promise::resolve::h912c84934b766a15
             37 ┊      0.03% ┊               ⤷ import wbg::__wbg_resolve_570458cb99d56a43
             44 ┊      0.04% ┊           ⤷ import wbg::__wbg_queueMicrotask_48421b3cc9052b68
             29 ┊      0.02% ┊           ⤷ import wbg::__wbindgen_is_function
             25 ┊      0.02% ┊           ⤷ import wbg::__wbindgen_cb_drop
            677 ┊      0.56% ┊       ⤷ wasm_bindgen_futures::future_to_promise::{{closure}}::{{closure}}::h6950a40979ec7973
            537 ┊      0.45% ┊       ⤷ wasm_bindgen_futures::queue::Queue::new::{{closure}}::he3387b076a2e3a33
            449 ┊      0.37% ┊       ⤷ wasm_bindgen_futures::future_to_promise::{{closure}}::he3d3a93997d47229
            447 ┊      0.37% ┊       ⤷ core::ops::function::FnOnce::call_once{{vtable.shim}}::hb64a493f0839e4f5
            435 ┊      0.36% ┊       ⤷ <alloc::collections::vec_deque::VecDeque<T,A> as core::ops::drop::Drop>::drop::ha3391ab3e1ef09c2
            433 ┊      0.36% ┊       ⤷ core::ptr::drop_in_place<wasm_bindgen_futures::future_to_promise<wasm_streams::writable::into_underlying_sink::IntoUnderlyingSink::close::{{closure}}>::{{closure}}::{{closure}}>::h046c8c21c55f868e
            384 ┊      0.32% ┊       ⤷ wasm_bindgen_futures::future_to_promise::{{closure}}::h902671f3a2e04f72
            382 ┊      0.32% ┊       ⤷ core::ops::function::FnOnce::call_once{{vtable.shim}}::h2b7b7b87ffbbcef1
            378 ┊      0.31% ┊       ⤷ wasm_bindgen_futures::future_to_promise::{{closure}}::h2d35376e6b56f310
            376 ┊      0.31% ┊       ⤷ core::ops::function::FnOnce::call_once{{vtable.shim}}::h7839838ba197d80f
            330 ┊      0.27% ┊       ⤷ <alloc::string::String as core::fmt::Write>::write_char::h8d02ec1fda94bdf5
            330 ┊      0.27% ┊       ⤷ <alloc::string::String as core::fmt::Write>::write_char::h8d02ec1fda94bdf5
            310 ┊      0.26% ┊       ⤷ wasm_bindgen_futures::future_to_promise::{{closure}}::h76d30c5c92c817db
            310 ┊      0.26% ┊       ⤷ wasm_bindgen_futures::future_to_promise::{{closure}}::he3b9edce42a7461f
            308 ┊      0.26% ┊       ⤷ core::ops::function::FnOnce::call_once{{vtable.shim}}::h0cdeee6571648534
            308 ┊      0.26% ┊       ⤷ core::ops::function::FnOnce::call_once{{vtable.shim}}::h9f97c3c9ea586cf8
            301 ┊      0.25% ┊       ⤷ futures_core::task::__internal::atomic_waker::AtomicWaker::register::hb51d7ae84ffccae6
            197 ┊      0.16% ┊       ⤷ alloc::raw_vec::finish_grow::h0976d7f672ac3157
